Customer Key,First Name,Last name,Registered Address,Registered City,Registered Province,Postal Code,Phone,Email,Gender,Age,latitude,longitude
460,Tandra,Castillanos,[redacted],Hamilton,ON,L9C 3G2,[redacted],[redacted],F,58,43.2313,-79.9049
461,Lorean,Sammon,[redacted],Regina,SK,S4S 3Y3,[redacted],[redacted],F,28,50.4153,-104.6103
462,Desirae,Oien,[redacted],Calgary,AB,T2C 0Z5,[redacted],[redacted],Not Specified,35,50.987,-113.9634
463,Delsie,Cerao,[redacted],English Settlement,NB,E6B 2J9,[redacted],[redacted],F,23,46.3381,-66.9058
464,Mabel,Elmquist,[redacted],Winnipeg,MB,R2K 0Y2,[redacted],[redacted],F,30,49.9203,-97.083
465,Marnie,Purslow,[redacted],Winnipeg,MB,R2V 3G6,[redacted],[redacted],F,32,49.9548,-97.1112
466,Rene,Granier,[redacted],Calgary,AB,T3Z 1H1,[redacted],[redacted],F,38,51.0691,-114.4727
467,Trevor,Harnist,[redacted],Dartmouth,NS,B2Y 1G7,[redacted],[redacted],M,59,44.6645,-63.5453
468,Sharmaine,Batdorf,[redacted],Saint-Basile,NB,E7C 2L8,[redacted],[redacted],M,44,47.6583,-68.0684
469,Ricki,Traux,[redacted],Montreal,QC,H3J 1S4,[redacted],[redacted],F,42,45.4861,-73.5732
470,Bernadine,Shufelt,[redacted],Sudbury,ON,P3C 2X6,[redacted],[redacted],Not Specified,52,46.5133,-81.0225
471,Shad,Reider,[redacted],Lloydminster,AB,T9V 2M7,[redacted],[redacted],F,25,53.2717,-110.0853
472,Kenneth,Degennaro,[redacted],St Martins,NB,E5R 1G5,[redacted],[redacted],Not Specified,39,45.351,-65.5457
473,Marleen,Hennon,[redacted],Abbotsford,BC,V2S 4M2,[redacted],[redacted],M,39,49.0423,-122.2835
474,Joaquin,Geitner,[redacted],Calgary,AB,T2K 4M8,[redacted],[redacted],Not Specified,24,51.1111,-114.0477
475,Slyvia,Stockham,[redacted],Quebec,QC,G1K 5J8,[redacted],[redacted],M,48,46.814,-71.2194
476,Kris,Bala,[redacted],Brampton,ON,L7A 2E8,[redacted],[redacted],M,44,43.6909,-79.8377
477,Gussie,Diflorio,[redacted],Trenton,ON,K8V 1G7,[redacted],[redacted],F,57,44.0992,-77.5776
478,Lavelle,Lillywhite,[redacted],La Malbaie,QC,G5A 2R8,[redacted],[redacted],M,35,47.6575,-70.1559
479,Bev,Dermo,[redacted],Surrey,BC,V3X 1X5,[redacted],[redacted],F,55,49.1067,-122.8576
480,Bette,Digiovanni,[redacted],London,ON,N6K 4J9,[redacted],[redacted],Not Specified,37,42.9536,-81.3418
481,Lajuana,Mccloud,[redacted],Saint-Thomas,QC,J0K 3L0,[redacted],[redacted],M,58,46.7966,-73.8705
482,Shakira,Westervelt,[redacted],North Vancouver,BC,V7J 2J9,[redacted],[redacted],F,57,49.3622,-123.0178
483,Matt,Nickolich,[redacted],Regina,SK,S4S 5Y2,[redacted],[redacted],F,60,50.4153,-104.6103
484,Clemencia,Momplaisir,[redacted],Montreal,QC,H3J 2N8,[redacted],[redacted],Not Specified,51,45.4861,-73.5732
485,Oliva,Ambert,[redacted],Dawson Settlement,NB,E4H 2B6,[redacted],[redacted],M,24,45.9199,-64.6552
486,Ranee,Maye,[redacted],Les Cedres,QC,J7T 3A9,[redacted],[redacted],M,26,45.3702,-74.1249
487,Ming,Eskew,[redacted],Victoria,BC,V9A 6P6,[redacted],[redacted],Not Specified,60,48.4496,-123.4193
488,Annice,Peckens,[redacted],Victoria,BC,V8V 2P7,[redacted],[redacted],F,67,48.4167,-123.365
489,Effie,Frymark,[redacted],London,ON,N5W 5G1,[redacted],[redacted],M,43,42.9856,-81.1821
490,Maricela,Conger,[redacted],Coquitlam,BC,V3E 1Y4,[redacted],[redacted],F,26,49.3167,-122.7384
491,Esteban,Plantenberg,[redacted],Surrey,BC,V4P 0C4,[redacted],[redacted],Not Specified,23,49.0561,-122.8302
492,Doretha,Wykle,[redacted],Kenora,ON,P9N 4E7,[redacted],[redacted],Not Specified,38,49.7573,-94.3427
493,Dorsey,Neitzke,[redacted],Truro,NS,B2N 3P6,[redacted],[redacted],Not Specified,59,45.3668,-63.2654
494,Amie,Okuniewski,[redacted],Pembroke,ON,K8A 8M7,[redacted],[redacted],F,24,45.7466,-77.2047
495,Bulah,Berkoff,[redacted],Strathroy,ON,N7G 3V5,[redacted],[redacted],F,27,42.9551,-81.6223
496,Erin,Delbosque,[redacted],Longueuil,QC,J4M 2A8,[redacted],[redacted],M,56,45.5418,-73.4382
497,Kassandra,Marushia,[redacted],Nanaimo,BC,V9R 1C9,[redacted],[redacted],F,20,49.1609,-123.9825
498,Leslee,Matsuno,[redacted],Quebec,QC,G1H 1A6,[redacted],[redacted],F,41,46.8528,-71.2573
499,Daniel,Dobler,[redacted],Beresford,NB,E8K 1B7,[redacted],[redacted],Not Specified,56,47.6913,-65.6989
500,Antonio,Unruh,[redacted],Port Coquitlam,BC,V3C 2Z4,[redacted],[redacted],F,53,49.2436,-122.7865
